CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
Average,CloseToDryAd,LV,CloseToDryAd,CThruK,Neutral,Dry,SigPositive,Weak,G,PartInhibit,WeakUp,WeakUp,Weak,Clear,Neutral,Wet,Average,Clear,None,N1GtLIGt_4,G,None,Neutral,None,G,OtherRapid,Decreasing,Weak,Weak,Negative,WeakUp,DCVZFavor,TotalInhibit,XNIL,May15_Jun14,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Weak,Average,IncCapDecIns,PC,Dry,None,XNIL,LowEvrywhere,WeakUp,Stability,DryLine,Average,WidespdDnsl,XNIL
MoreThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Neutral,Dry,LittleChange,None,G,PartInhibit,WeakUp,Down,Weak,Clear,Neutral,Neutral,Average,Clear,None,N1GtLIGt_4,G,Slight,Down,None,G,MarkedUpper,Increasing,Weak,Weak,StrongPos,Neutral,Westerly,None,XNIL,Jun15_Jul1,MoistMDryL,Clear,GJ,SIG,LittleChange,Westerly,Weak,Average,LittleChange,Clear,Neutral,None,SIG,LowEvrywhere,Neutral,Stability,Other,MoreThanAve,E_NE,SIG
MoreThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Weak,G,None,Neutral,Neutral,Weak,Clear,Neutral,Neutral,MoreUnstable,PC,Marked,N5GtLIGt_8,G,Strong,Down,None,G,NoMajor,LittleChange,Moderate,Weak,Neutral,Down,Westerly,None,XNIL,May15_Jun14,MoistMDryL,Clear,GJ,SIG,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Neutral,None,SIG,LowAtStation,Down,Stability,None,LessThanAve,WidespdDnsl,SIG
MoreThanAve,ModerateOrLe,LV,Steep,CThruK,Dry,VeryMoist,LittleChange,Strong,ABI,TotalInhibit,Neutral,Neutral,Strong,PC,Dry,Neutral,MoreUnstable,Clear,Marked,LILt_8,I,None,StrongUp,QStationary,I,StrongFront,LittleChange,Weak,Strong,WeakPos,WeakUp,DCVZFavor,Stifling,SVR,Jul2_Jul15,Other,Cloudy,HI,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,PC,Wet,None,SVR,LowSHighN,WeakUp,Instability,E_W_S,MoreThanAve,E_NE,SIG
MoreThanAve,ModerateOrLe,NWQuad,Stable,CThruK,VeryWet,VeryMoist,NegToPos,Weak,H,PartInhibit,StronUp,Neutral,None,Cloudy,VeryWet,VeryWet,LessUnstable,PC,Some,N1GtLIGt_4,H,Slight,StrongUp,None,H,MarkedUpper,Increasing,Moderate,Weak,StrongPos,StrongUp,DCVZFavor,Stifling,XNIL,Aug11_Aug20,Other,PC,HI,XNIL,Increasing,LVorOther,Weak,Average,IncCapDecIns,Cloudy,Neutral,None,XNIL,LowMtsHighPl,StrongUp,Stability,E_W_N,Average,DenvCyclone,XNIL
LessThanAve,CloseToDryAd,SWQuad,Steep,CThruK,VeryWet,Average,LittleChange,None,G,PartInhibit,Neutral,Neutral,None,Clear,Wet,VeryWet,Average,Clear,None,N5GtLIGt_8,G,Slight,Neutral,None,G,NoMajor,Decreasing,Weak,Strong,Negative,Neutral,Other,None,XNIL,Jul2_Jul15,Other,PC,GJ,XNIL,Decreasing,Westerly,None,Average,DecCapIncIns,Clear,VeryWet,None,XNIL,LowSHighN,Neutral,Stability,Other,Average,LV,XNIL
MoreThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Neutral,Dry,SigPositive,Strong,G,PartInhibit,Neutral,Neutral,Weak,Clear,Neutral,Neutral,Average,Clear,Some,N5GtLIGt_8,G,Slight,Down,QStationary,G,MarkedUpper,Decreasing,Unfavorable,Weak,Negative,Neutral,Other,None,SIG,Aug20_Sep15,Other,Clear,GJ,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,PC,Neutral,None,SIG,LowSHighN,Neutral,Neutral,DryLine,MoreThanAve,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Neutral,Dry,NegToPos,None,CDEJ,TotalInhibit,Neutral,StrongUp,None,Cloudy,Wet,Neutral,LessUnstable,PC,None,N1GtLIGt_4,E,None,Down,None,E,OtherRapid,Increasing,Moderate,None,Negative,Neutral,StrongWest,PartInhibit,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,SIG,LittleChange,LVorOther,None,Average,LittleChange,Cloudy,Neutral,Strong,SIG,LowNHighS,Neutral,Stability,DryLine,MoreThanAve,WidespdDnsl,XNIL
Average,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,Weak,G,PartInhibit,WeakUp,Down,Strong,Clear,Dry,Neutral,MoreUnstable,PC,Some,LIGt0,G,None,StrongUp,None,G,MarkedUpper,Increasing,Weak,Weak,Neutral,Down,Westerly,None,SIG,May15_Jun14,MoistMDryL,Clear,GJ,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Clear,Wet,None,SIG,LowEvrywhere,Down,Instability,None,Average,LV,XNIL
Average,ModerateOrLe,SWQuad,Steep,AB,Neutral,VeryMoist,SigNegative,Weak,ABI,PartInhibit,Down,Neutral,Weak,Cloudy,Dry,Neutral,Average,Cloudy,Some,N1GtLIGt_4,A,Slight,Neutral,Other,A,MarkedUpper,LittleChange,Moderate,Weak,WeakPos,Neutral,Westerly,Stifling,SIG,May15_Jun14,Other,Clear,ACEFK,SVR,LittleChange,Westerly,Strong,Average,LittleChange,Cloudy,Neutral,Weak,SVR,Other,Neutral,Instability,DenvCyclone,Average,DenvCyclone,SVR
Average,Steep,LV,Stable,AB,Neutral,Dry,LittleChange,Weak,ABI,PartInhibit,WeakUp,StrongUp,Strong,Clear,Neutral,Wet,MoreUnstable,PC,Marked,N1GtLIGt_4,B,None,StrongUp,Other,B,NoMajor,Decreasing,Moderate,Strong,Neutral,StrongUp,Westerly,PartInhibit,SVR,Aug20_Sep15,Other,Clear,B,SVR,LittleChange,LVorOther,Strong,Average,LittleChange,Clear,Wet,None,SVR,LowAtStation,StrongUp,Stability,DryLine,Average,LongAnticyc,SVR
MoreThanAve,ModerateOrLe,LV,Steep,CThruK,Dry,Dry,LittleChange,None,CDEJ,Stifling,Neutral,Down,None,Clear,Dry,Dry,Average,Clear,None,LIGt0,J,Moderate,Down,None,J,NoMajor,Increasing,Weak,None,WeakPos,Down,StrongWest,None,XNIL,Jul16_Aug10,Other,Clear,GJ,XNIL,Increasing,LVorOther,None,MoreUnstable,IncCapDecIns,Clear,Neutral,None,XNIL,LowAtStation,Down,Neutral,DenvCyclone,MoreThanAve,LV,XNIL
Average,Steep,AllElse,ModerateOrLe,CThruK,VeryWet,Dry,SigPositive,None,K,PartInhibit,Neutral,Neutral,None,Clear,Dry,VeryWet,MoreUnstable,Clear,None,N1GtLIGt_4,K,Slight,WeakUp,QStationary,K,StrongFront,Increasing,Strong,None,WeakPos,Neutral,Other,None,XNIL,May15_Jun14,Other,PC,ACEFK,SIG,LittleChange,Westerly,None,MoreUnstable,LittleChange,PC,Wet,None,SIG,Other,Neutral,Stability,None,Average,WidespdDnsl,XNIL
LessThanAve,Steep,SWQuad,Stable,AB,VeryWet,Dry,NegToPos,Strong,ABI,PartInhibit,Neutral,Neutral,Strong,Clear,Neutral,VeryWet,MoreUnstable,Clear,Marked,N1GtLIGt_4,A,None,WeakUp,Other,A,MarkedUpper,Increasing,Weak,Strong,WeakPos,Neutral,StrongWest,Stifling,SIG,Jun15_Jul1,Other,PC,ACEFK,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Clear,Wet,None,SIG,Other,Neutral,Stability,DenvCyclone,LessThanAve,DenvCyclone,XNIL
MoreThanAve,CloseToDryAd,SWQuad,Steep,CThruK,VeryWet,Average,SigNegative,Weak,CDEJ,PartInhibit,Down,StrongUp,Strong,PC,Wet,Wet,LessUnstable,PC,Some,N1GtLIGt_4,D,Moderate,Down,None,D,StrongFront,Increasing,Moderate,Strong,WeakPos,Down,Westerly,PartInhibit,SVR,May15_Jun14,DryMMoistL,PC,D,SIG,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Clear,Dry,None,SVR,LowAtStation,Down,Stability,DryLine,Average,LongAnticyc,SIG
MoreThanAve,Steep,SWQuad,CloseToDryAd,CThruK,Wet,Average,LittleChange,Weak,CDEJ,Stifling,Neutral,Neutral,Weak,Clear,Neutral,Wet,LessUnstable,Clear,None,LIGt0,E,None,StrongUp,None,E,NoMajor,Decreasing,Unfavorable,Weak,Negative,WeakUp,Other,None,SIG,Aug11_Aug20,Other,PC,ACEFK,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,Cloudy,Wet,None,SIG,LowSHighN,WeakUp,Neutral,DryLine,MoreThanAve,LV,XNIL
Average,ModerateOrLe,LV,ModerateOrLe,CThruK,Dry,VeryMoist,LittleChange,Weak,F,PartInhibit,Down,Down,None,Clear,Dry,Neutral,MoreUnstable,Clear,None,LILt_8,F,Slight,StrongUp,None,F,NoMajor,LittleChange,Weak,None,Neutral,StrongUp,Other,Stifling,XNIL,Jul16_Aug10,Other,Clear,ACEFK,XNIL,Decreasing,LVorOther,Weak,MoreUnstable,DecCapIncIns,PC,Neutral,Weak,XNIL,HighEvrywher,StrongUp,Stability,None,Average,SEQuad,XNIL
LessThanAve,ModerateOrLe,NWQuad,Steep,AB,Neutral,Average,SigPositive,Strong,ABI,PartInhibit,Neutral,Neutral,Strong,PC,Neutral,Neutral,LessUnstable,Cloudy,Some,N5GtLIGt_8,B,Slight,WeakUp,None,B,NoMajor,Decreasing,Moderate,Strong,Negative,Neutral,Westerly,PartInhibit,SIG,May15_Jun14,MoistMDryL,Clear,B,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,Dry,Strong,SIG,LowAtStation,Neutral,Stability,DenvCyclone,LessThanAve,SEQuad,XNIL
MoreThanAve,CloseToDryAd,AllElse,ModerateOrLe,CThruK,Wet,Average,SigPositive,None,K,TotalInhibit,StronUp,Neutral,None,PC,VeryWet,Wet,LessUnstable,Clear,None,N1GtLIGt_4,K,Moderate,StrongUp,Moving,K,StrongFront,Decreasing,Moderate,None,Negative,StrongUp,Westerly,None,XNIL,Jul2_Jul15,Other,PC,ACEFK,XNIL,LittleChange,Westerly,None,LessUnstable,LittleChange,Cloudy,Dry,None,XNIL,LowEvrywhere,StrongUp,Stability,None,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Wet,Average,PosToNeg,Strong,CDEJ,PartInhibit,Neutral,Neutral,Strong,Clear,Wet,Neutral,LessUnstable,Clear,Some,N5GtLIGt_8,E,Slight,Down,QStationary,E,OtherRapid,Increasing,Moderate,Strong,Neutral,Neutral,Westerly,Stifling,XNIL,Aug20_Sep15,DryMMoistL,Clear,ACEFK,SVR,Increasing,Westerly,Strong,Average,IncCapDecIns,PC,Dry,Strong,SVR,LowNHighS,Neutral,Stability,E_W_S,Average,LongAnticyc,SVR
Average,ModerateOrLe,LV,ModerateOrLe,CThruK,Wet,Average,LittleChange,Strong,CDEJ,None,WeakUp,Neutral,None,Cloudy,Wet,Wet,MoreUnstable,Clear,None,N5GtLIGt_8,J,None,Down,Other,J,NoMajor,Increasing,Unfavorable,None,StrongPos,WeakUp,Westerly,PartInhibit,SVR,Aug20_Sep15,Other,Cloudy,GJ,XNIL,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,Cloudy,VeryWet,None,SVR,LowAtStation,WeakUp,Instability,DryLine,LessThanAve,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Dry,Dry,LittleChange,Weak,CDEJ,PartInhibit,Neutral,Neutral,Weak,PC,Neutral,Neutral,LessUnstable,PC,None,N1GtLIGt_4,E,Strong,Neutral,None,E,OtherRapid,Increasing,Weak,Weak,Negative,Neutral,Other,None,XNIL,Jun15_Jul1,MoistMDryL,PC,ACEFK,SIG,Increasing,LVorOther,Weak,Average,IncCapDecIns,PC,Neutral,Weak,SIG,LowEvrywhere,Neutral,Instability,E_W_N,Average,WidespdDnsl,SIG
LessThanAve,ModerateOrLe,NWQuad,ModerateOrLe,CThruK,Neutral,Dry,NegToPos,Weak,K,PartInhibit,Neutral,WeakUp,Strong,PC,Neutral,Neutral,MoreUnstable,Clear,Marked,N5GtLIGt_8,K,Moderate,StrongUp,Moving,K,StrongFront,Increasing,Moderate,Strong,WeakPos,WeakUp,Westerly,PartInhibit,SVR,Aug20_Sep15,MoistMDryL,PC,ACEFK,XNIL,Decreasing,Westerly,Strong,MoreUnstable,DecCapIncIns,PC,Neutral,Weak,SVR,LowAtStation,WeakUp,Instability,DryLine,Average,SEQuad,XNIL
LessThanAve,Steep,LV,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,PartInhibit,Neutral,WeakUp,Weak,Clear,Neutral,Neutral,Average,Clear,Marked,N5GtLIGt_8,J,Strong,WeakUp,None,J,NoMajor,Decreasing,Strong,Strong,Negative,WeakUp,DCVZFavor,Stifling,SIG,Jul2_Jul15,MoistMDryL,Clear,GJ,XNIL,Decreasing,Westerly,Strong,LessUnstable,DecCapIncIns,Clear,Wet,None,SIG,LowAtStation,WeakUp,Neutral,DryLine,LessThanAve,DenvCyclone,XNIL
MoreThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,Wet,Average,PosToNeg,Strong,ABI,Stifling,Down,Neutral,None,Cloudy,Neutral,Wet,LessUnstable,PC,Some,N1GtLIGt_4,I,Strong,StrongUp,QStationary,I,StrongFront,Increasing,Moderate,Weak,Negative,Neutral,Other,None,XNIL,Aug20_Sep15,DryMMoistL,Cloudy,HI,SIG,Increasing,Westerly,Strong,Average,IncCapDecIns,Cloudy,Neutral,Strong,SIG,LowMtsHighPl,Neutral,Stability,Other,Average,DenvCyclone,SIG
MoreThanAve,ModerateOrLe,NWQuad,Stable,CThruK,Wet,VeryMoist,PosToNeg,None,K,PartInhibit,Neutral,Neutral,None,PC,Dry,VeryWet,Average,Clear,None,N1GtLIGt_4,K,Slight,Down,Other,K,OtherRapid,Increasing,Weak,None,WeakPos,Neutral,DCVZFavor,PartInhibit,XNIL,Jul16_Aug10,Other,PC,ACEFK,XNIL,Increasing,Westerly,None,Average,IncCapDecIns,Cloudy,Neutral,None,XNIL,Other,Neutral,Neutral,DryLine,Average,SEQuad,XNIL
Average,Steep,NWQuad,Stable,AB,Dry,Average,PosToNeg,None,ABI,PartInhibit,StronUp,Down,None,Clear,Dry,Dry,MoreUnstable,PC,None,N1GtLIGt_4,B,None,Neutral,Moving,B,OtherRapid,Decreasing,Weak,Weak,Negative,Neutral,Other,PartInhibit,XNIL,Jul2_Jul15,Other,PC,B,XNIL,Increasing,LVorOther,None,MoreUnstable,IncCapDecIns,Clear,Neutral,Weak,XNIL,LowEvrywhere,Neutral,Instability,DenvCyclone,LessThanAve,DenvCyclone,XNIL
MoreThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,Stifling,Neutral,Neutral,Strong,Clear,Neutral,Neutral,Average,PC,Marked,N5GtLIGt_8,C,Slight,Neutral,Other,C,MarkedUpper,LittleChange,Moderate,Weak,Negative,Neutral,DCVZFavor,PartInhibit,SIG,May15_Jun14,MoistMDryL,Clear,ACEFK,SIG,Increasing,LVorOther,Strong,Average,IncCapDecIns,Clear,Wet,Strong,SIG,LowEvrywhere,Neutral,Stability,E_W_N,Average,LongAnticyc,SIG
LessThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,SigNegative,None,G,PartInhibit,WeakUp,Neutral,None,Clear,Neutral,Neutral,Average,Clear,None,N1GtLIGt_4,G,None,Down,None,G,OtherRapid,Decreasing,Weak,Weak,Neutral,Neutral,DCVZFavor,None,XNIL,Jun15_Jul1,MoistMDryL,PC,GJ,XNIL,Decreasing,Westerly,None,Average,DecCapIncIns,Clear,Neutral,None,XNIL,LowSHighN,Neutral,Stability,DryLine,LessThanAve,LV,XNIL
LessThanAve,ModerateOrLe,LV,Steep,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,PartInhibit,Down,Down,Weak,PC,Wet,Neutral,Average,Cloudy,Some,N1GtLIGt_4,J,None,StrongUp,None,J,NoMajor,Increasing,Weak,Strong,WeakPos,Down,DCVZFavor,TotalInhibit,SIG,Aug20_Sep15,Other,PC,GJ,SIG,LittleChange,LVorOther,Weak,Average,LittleChange,PC,Neutral,Weak,SIG,LowAtStation,Down,Stability,DryLine,LessThanAve,LV,SIG
MoreThanAve,ModerateOrLe,SWQuad,ModerateOrLe,AB,Neutral,Average,PosToNeg,Strong,ABI,TotalInhibit,Neutral,WeakUp,Strong,Clear,Neutral,Wet,MoreUnstable,Clear,Marked,N1GtLIGt_4,B,None,StrongUp,Moving,B,MarkedUpper,LittleChange,Weak,Weak,Neutral,WeakUp,StrongWest,Stifling,XNIL,Jun15_Jul1,Other,PC,B,SIG,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Wet,Strong,SIG,LowMtsHighPl,WeakUp,Instability,None,MoreThanAve,SEQuad,SIG
MoreThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,VeryWet,Dry,SigNegative,Strong,K,Stifling,StronUp,WeakUp,Strong,Cloudy,Neutral,VeryWet,Average,Cloudy,Marked,N1GtLIGt_4,K,None,Down,None,K,StrongFront,LittleChange,Unfavorable,Weak,Neutral,WeakUp,Westerly,PartInhibit,SIG,May15_Jun14,DryMMoistL,PC,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Cloudy,VeryWet,None,SIG,LowEvrywhere,WeakUp,Neutral,None,Average,WidespdDnsl,XNIL
Average,CloseToDryAd,LV,CloseToDryAd,CThruK,VeryWet,Dry,PosToNeg,Weak,G,PartInhibit,WeakUp,StrongUp,Weak,PC,VeryWet,VeryWet,Average,PC,Some,N1GtLIGt_4,G,Slight,StrongUp,None,G,MarkedUpper,LittleChange,Weak,Weak,WeakPos,StrongUp,Westerly,None,SIG,Jul2_Jul15,MoistMDryL,PC,GJ,SIG,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,Cloudy,Neutral,Weak,SIG,LowSHighN,StrongUp,Neutral,DryLine,Average,LongAnticyc,SIG
MoreThanAve,ModerateOrLe,LV,Steep,CThruK,Dry,Average,LittleChange,Weak,CDEJ,PartInhibit,WeakUp,StrongUp,None,Clear,Dry,Wet,LessUnstable,PC,Some,N1GtLIGt_4,J,Moderate,Down,None,J,NoMajor,LittleChange,Moderate,Weak,Negative,WeakUp,Westerly,None,SIG,Jun15_Jul1,DryMMoistL,PC,GJ,SIG,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Clear,Dry,Weak,SIG,LowAtStation,WeakUp,Stability,DryLine,MoreThanAve,DenvCyclone,SIG
Average,ModerateOrLe,AllElse,CloseToDryAd,CThruK,Wet,Average,SigNegative,Strong,CDEJ,None,Down,Neutral,Weak,Cloudy,Neutral,Neutral,MoreUnstable,Cloudy,Marked,N1GtLIGt_4,E,Moderate,Down,None,E,OtherRapid,Decreasing,Weak,Weak,Neutral,Down,StrongWest,None,SIG,Aug20_Sep15,MoistMDryL,PC,ACEFK,SIG,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,Neutral,None,SIG,LowAtStation,Down,Instability,DryLine,Average,LV,SIG
MoreThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,VeryWet,Average,SigNegative,Weak,ABI,Stifling,WeakUp,WeakUp,Weak,PC,VeryWet,VeryWet,LessUnstable,PC,Some,N1GtLIGt_4,I,Slight,StrongUp,QStationary,I,OtherRapid,Increasing,Weak,Weak,StrongPos,StrongUp,DCVZFavor,PartInhibit,SIG,May15_Jun14,DryMMoistL,PC,HI,SVR,Decreasing,LVorOther,Weak,Average,DecCapIncIns,Cloudy,Dry,None,SVR,LowSHighN,StrongUp,Neutral,E_W_S,MoreThanAve,LV,SVR
LessThanAve,CloseToDryAd,LV,CloseToDryAd,AB,VeryWet,VeryMoist,LittleChange,Weak,ABI,None,WeakUp,Down,None,Cloudy,Wet,VeryWet,Average,Cloudy,Some,N5GtLIGt_8,B,Strong,StrongUp,None,B,NoMajor,LittleChange,Strong,None,Neutral,Neutral,DCVZFavor,PartInhibit,SIG,May15_Jun14,DryMMoistL,PC,B,SVR,Decreasing,LVorOther,Weak,Average,DecCapIncIns,Cloudy,VeryWet,None,SVR,HighEvrywher,Neutral,Instability,None,LessThanAve,DenvCyclone,SVR
MoreThanAve,ModerateOrLe,AllElse,CloseToDryAd,CThruK,Dry,Dry,SigPositive,Weak,CDEJ,PartInhibit,Neutral,StrongUp,None,Clear,Neutral,Wet,Average,PC,Marked,N5GtLIGt_8,C,Slight,WeakUp,Other,C,OtherRapid,Increasing,Moderate,None,StrongPos,WeakUp,Other,PartInhibit,SIG,Aug11_Aug20,MoistMDryL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Clear,Wet,None,SIG,Other,WeakUp,Stability,E_W_N,Average,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,NWQuad,CloseToDryAd,CThruK,Dry,Dry,SigPositive,None,CDEJ,Stifling,Neutral,Neutral,None,PC,Neutral,Dry,Average,PC,None,N5GtLIGt_8,C,Moderate,Down,Moving,C,NoMajor,LittleChange,Moderate,None,Neutral,Neutral,Westerly,Stifling,XNIL,May15_Jun14,Other,Clear,ACEFK,SVR,LittleChange,Westerly,None,LessUnstable,LittleChange,Clear,Neutral,None,SVR,LowEvrywhere,Neutral,Stability,E_W_N,MoreThanAve,LongAnticyc,SIG
MoreThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Wet,Dry,LittleChange,Strong,G,PartInhibit,Neutral,Down,Strong,PC,VeryWet,Neutral,LessUnstable,PC,Marked,N1GtLIGt_4,G,None,Neutral,Moving,G,StrongFront,Increasing,Moderate,Weak,WeakPos,Down,StrongWest,TotalInhibit,XNIL,May15_Jun14,MoistMDryL,PC,GJ,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,PC,Dry,None,XNIL,LowEvrywhere,Down,Instability,Other,Average,WidespdDnsl,XNIL
LessThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Neutral,Average,PosToNeg,Weak,ABI,None,Down,WeakUp,Weak,Clear,Wet,Wet,Average,Clear,Marked,N5GtLIGt_8,I,Slight,StrongUp,QStationary,I,OtherRapid,Decreasing,Weak,Weak,Negative,WeakUp,DCVZFavor,None,SIG,Aug20_Sep15,DryMMoistL,Clear,HI,SVR,Decreasing,Westerly,Strong,Average,DecCapIncIns,Clear,Neutral,None,SVR,LowMtsHighPl,WeakUp,Neutral,E_W_N,LessThanAve,LongAnticyc,SVR
Average,ModerateOrLe,AllElse,Stable,CThruK,Wet,Dry,SigPositive,None,K,PartInhibit,Neutral,Neutral,None,PC,VeryWet,Wet,Average,Cloudy,None,N5GtLIGt_8,K,Moderate,WeakUp,Moving,K,StrongFront,Decreasing,Strong,Weak,WeakPos,Neutral,DCVZFavor,Stifling,XNIL,Jul16_Aug10,DryMMoistL,PC,ACEFK,XNIL,Increasing,LVorOther,None,LessUnstable,IncCapDecIns,PC,Dry,None,XNIL,Other,Neutral,Neutral,DenvCyclone,LessThanAve,LV,XNIL
Average,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Dry,VeryMoist,LittleChange,Weak,F,PartInhibit,WeakUp,StrongUp,Strong,Clear,Dry,Dry,Average,PC,Some,LIGt0,F,Strong,Down,None,F,NoMajor,Increasing,Strong,Strong,Neutral,WeakUp,Westerly,PartInhibit,SVR,Aug11_Aug20,Other,Clear,ACEFK,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,Dry,None,SVR,HighEvrywher,WeakUp,Neutral,None,Average,LV,SIG
LessThanAve,CloseToDryAd,AllElse,Steep,CThruK,Wet,Dry,SigNegative,Strong,CDEJ,Stifling,StronUp,WeakUp,Strong,PC,Dry,VeryWet,MoreUnstable,PC,Some,N5GtLIGt_8,C,Slight,WeakUp,QStationary,C,MarkedUpper,Decreasing,Moderate,Weak,Negative,StrongUp,Westerly,PartInhibit,XNIL,Jul2_Jul15,Other,PC,ACEFK,SIG,Decreasing,LVorOther,Strong,MoreUnstable,DecCapIncIns,PC,Wet,Weak,SIG,LowMtsHighPl,StrongUp,Stability,E_W_N,Average,LongAnticyc,SIG
LessThanAve,Steep,SWQuad,ModerateOrLe,AB,Dry,VeryMoist,PosToNeg,Weak,ABI,Stifling,Neutral,WeakUp,Weak,PC,Wet,Dry,MoreUnstable,Clear,None,N5GtLIGt_8,A,None,StrongUp,Other,A,MarkedUpper,LittleChange,Weak,Weak,WeakPos,WeakUp,Westerly,PartInhibit,SIG,May15_Jun14,Other,PC,ACEFK,SIG,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,Clear,Dry,None,SIG,LowMtsHighPl,WeakUp,Neutral,E_W_N,LessThanAve,SEQuad,SIG
LessThanAve,CloseToDryAd,LV,ModerateOrLe,AB,Neutral,VeryMoist,LittleChange,None,ABI,TotalInhibit,Down,WeakUp,None,PC,Neutral,Neutral,MoreUnstable,PC,None,LILt_8,B,Slight,WeakUp,Other,B,NoMajor,Decreasing,Weak,None,Negative,Neutral,StrongWest,None,XNIL,Jul16_Aug10,Other,Clear,B,SIG,Decreasing,Westerly,None,Average,DecCapIncIns,PC,Dry,Weak,SIG,LowMtsHighPl,Neutral,Instability,None,MoreThanAve,DenvCyclone,SIG
LessThanAve,Steep,LV,Steep,CThruK,Wet,Average,SigNegative,None,K,None,Neutral,StrongUp,None,PC,Dry,VeryWet,Average,Cloudy,None,N5GtLIGt_8,K,None,StrongUp,QStationary,K,StrongFront,Decreasing,Moderate,Weak,WeakPos,StrongUp,StrongWest,Stifling,XNIL,Aug20_Sep15,Other,Clear,ACEFK,XNIL,Decreasing,Westerly,None,Average,DecCapIncIns,PC,Wet,None,XNIL,LowSHighN,StrongUp,Stability,MovingFtorOt,Average,SEQuad,XNIL
MoreThanAve,ModerateOrLe,AllElse,Stable,CThruK,Neutral,VeryMoist,SigPositive,Strong,H,TotalInhibit,Neutral,Down,Weak,Clear,Neutral,Dry,Average,Clear,Marked,LIGt0,H,Slight,Down,Moving,H,OtherRapid,Decreasing,Weak,Weak,Negative,Down,DCVZFavor,None,SVR,Aug20_Sep15,DryMMoistL,Clear,HI,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,None,SVR,HighEvrywher,Down,Stability,Other,MoreThanAve,SEQuad,XNIL
